what is the notable types of <e> 's profession	Vince_Bell	Creative_Work	__people__person__profession|__common__topic__notable_types	Vince_Bell##__people__person__profession##Songwriter##__common__topic__notable_types##Creative_Work
what is the people born here of <e> 's containedby	Brahmakulam	Suma_Kanakala|Roysten_Abel|R._Sugathan|K._M._Cherian|Rishi|T._M._Jacob|N.P._Prakash|Sangeeth_Sivan|Shyamaprasad|Tapovan_Maharaj|Bhagyalakshmi|Aparna_Nair|Kannam_Kulam_Abdulla|M._N._Vijayan|A._Ayyappan|Rajan_Pillai|Wahid_Sali|Prakash_Bobby|K_Hari_Kumar|Sunny_Joseph|C._N._Balakrishnan|Usharani_Nair|Preethi_Nair|Shashi_Warrier|Venu_Nair|Nimisha_Suresh|Eknath_Easwaran|Sohan_Roy|V._M._Sudheeran|Jeet_Thayil|C.K._Vineeth|Suma_Josson|Joseph_Mundassery|Sathaar|K._V._Simon|Sudheesh|Suresh_Balaje|Sibi_K._Thomas|Helen_Mary|Ali_Akbar|Rajeev_Sreenivasa|Theresa_Setlur|Mor_Severios|Kalpana|Lalu_KV|Anusree|N._R._Pillai|Vellapally_Natesan|Rekha_Mallick|V._K._N.|Tom_George|P._Vasu	__location__location__containedby|__location__location__people_born_here	Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Kanakala|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Roysten_Abel|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##R._Sugathan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._M._Cherian|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rishi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##T._M._Jacob|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N.P._Prakash|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sangeeth_Sivan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shyamaprasad|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tapovan_Maharaj|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Bhagyalakshmi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Aparna_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kannam_Kulam_Abdulla|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##M._N._Vijayan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##A._Ayyappan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajan_Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Wahid_Sali|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Prakash_Bobby|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K_Hari_Kumar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sunny_Joseph|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C._N._Balakrishnan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Usharani_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Preethi_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shashi_Warrier|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Venu_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Nimisha_Suresh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Eknath_Easwaran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sohan_Roy|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._M._Sudheeran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Jeet_Thayil|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C.K._Vineeth|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Josson|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Joseph_Mundassery|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sathaar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._V._Simon|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sudheesh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suresh_Balaje|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sibi_K._Thomas|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Helen_Mary|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Ali_Akbar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajeev_Sreenivasa|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Theresa_Setlur|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Mor_Severios|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kalpana|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Lalu_KV|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Anusree|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N._R._Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Vellapally_Natesan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rekha_Mallick|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._K._N.|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tom_George|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##P._Vasu
what is the versions of <e> 's versions	Titan	Titan	__music__single__versions|__music__single__versions	Titan##__music__single__versions##Titan##__music__single__versions##Titan
what is the album of <e> 's artist	Ritmo_de_la_Noche	Elegant_Gypsy|This_Is_Jazz_31|He_&_Carmen|The_Rite_of_Strings|Anthology|All_Your_Life|World_Sinfonia|The_Guitar_Hero|The_Infinite_Desire|Acoustic_Anthology|Tirami_Su|Ritmo_de_la_Noche|The_Collection|Electric_Rendezvous|Casino|Winter_Nights|Vocal_Rendezvous|Revisited|Sunday_in_Boston|Kiss_My_Axe	__music__album__artist|__music__artist__album	Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Elegant_Gypsy|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##This_Is_Jazz_31|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##He_&_Carmen|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Rite_of_Strings|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##All_Your_Life|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##World_Sinfonia|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Guitar_Hero|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Infinite_Desire|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Acoustic_Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Tirami_Su|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Ritmo_de_la_Noche|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Collection|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Electric_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Casino|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Winter_Nights|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Vocal_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Revisited|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Sunday_in_Boston|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Kiss_My_Axe
what is the <e> 's tracks 's versions	Titan	Titan	__music__recording__tracks|__music__single__versions	Titan##__music__recording__tracks##Titan##__music__single__versions##Titan
what is the olympic games contested of <e> 's athletes	James_Blake	1908_Summer_Olympics|1896_Summer_Olympics|1996_Summer_Olympics|2000_Summer_Olympics|1900_Summer_Olympics|1924_Summer_Olympics|1912_Summer_Olympics|1920_Summer_Olympics	__olympics__olympic_sport__athletes|__olympics__olympic_sport__olympic_games_contested	James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1908_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1896_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1996_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##2000_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1900_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1924_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1912_Summer_Olympics|James_Blake##__olympics__olympic_sport__athletes##Tennis##__olympics__olympic_sport__olympic_games_contested##1920_Summer_Olympics
what is the <e> 's country 's song	China,_My_Sorrow	China	__film__film__country|__music__recording__song	China,_My_Sorrow##__film__film__country##China##__music__recording__song##China
what is the <e> 's tracks 's tracks	Mexico	Mexico	__music__recording__tracks|__music__recording__tracks	Mexico##__music__recording__tracks##Mexico##__music__recording__tracks##Mexico
what is the <e> 's organism type 's works	Perfect_Shirl	Black_Beauty|Horse_Anatomy|Sidesaddle|Reining_in	__biology__organism__organism_type|__book__book_subject__works	Perfect_Shirl##__biology__organism__organism_type##Horse##__book__book_subject__works##Black_Beauty|Perfect_Shirl##__biology__organism__organism_type##Horse##__book__book_subject__works##Horse_Anatomy|Perfect_Shirl##__biology__organism__organism_type##Horse##__book__book_subject__works##Sidesaddle|Perfect_Shirl##__biology__organism__organism_type##Horse##__book__book_subject__works##Reining_in
what is the recording of <e> 's recording	Robin_Hood	Robin_Hood	__music__release_track__recording|__music__release_track__recording	Robin_Hood##__music__release_track__recording##Robin_Hood##__music__release_track__recording##Robin_Hood
what is the recording of <e> 's cvg genre	Fortune_Arterial	Fantasy	__cvg__computer_videogame__cvg_genre|__music__release_track__recording	Fortune_Arterial##__cvg__computer_videogame__cvg_genre##Fantasy##__music__release_track__recording##Fantasy
what is the canonical version of <e> 's place of birth	Ettore_Marchiafava	Rome	__people__person__place_of_birth|__music__recording__canonical_version	Ettore_Marchiafava##__people__person__place_of_birth##Rome##__music__recording__canonical_version##Rome
what is the artist of <e> 's genre	The_Ice_Queen	Joni_Mitchell	__book__book__genre|__music__recording__artist	The_Ice_Queen##__book__book__genre##Fiction##__music__recording__artist##Joni_Mitchell
what is the people born here of <e> 's containedby	Brahmakulam	Suma_Kanakala|Roysten_Abel|R._Sugathan|K._M._Cherian|Rishi|T._M._Jacob|N.P._Prakash|Sangeeth_Sivan|Shyamaprasad|Tapovan_Maharaj|Bhagyalakshmi|Aparna_Nair|Kannam_Kulam_Abdulla|M._N._Vijayan|A._Ayyappan|Rajan_Pillai|Wahid_Sali|Prakash_Bobby|K_Hari_Kumar|Sunny_Joseph|C._N._Balakrishnan|Usharani_Nair|Preethi_Nair|Shashi_Warrier|Venu_Nair|Nimisha_Suresh|Eknath_Easwaran|Sohan_Roy|V._M._Sudheeran|Jeet_Thayil|C.K._Vineeth|Suma_Josson|Joseph_Mundassery|Sathaar|K._V._Simon|Sudheesh|Suresh_Balaje|Sibi_K._Thomas|Helen_Mary|Ali_Akbar|Rajeev_Sreenivasa|Theresa_Setlur|Mor_Severios|Kalpana|Lalu_KV|Anusree|N._R._Pillai|Vellapally_Natesan|Rekha_Mallick|V._K._N.|Tom_George|P._Vasu	__location__location__containedby|__location__location__people_born_here	Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Kanakala|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Roysten_Abel|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##R._Sugathan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._M._Cherian|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rishi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##T._M._Jacob|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N.P._Prakash|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sangeeth_Sivan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shyamaprasad|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tapovan_Maharaj|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Bhagyalakshmi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Aparna_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kannam_Kulam_Abdulla|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##M._N._Vijayan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##A._Ayyappan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajan_Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Wahid_Sali|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Prakash_Bobby|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K_Hari_Kumar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sunny_Joseph|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C._N._Balakrishnan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Usharani_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Preethi_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shashi_Warrier|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Venu_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Nimisha_Suresh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Eknath_Easwaran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sohan_Roy|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._M._Sudheeran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Jeet_Thayil|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C.K._Vineeth|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Josson|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Joseph_Mundassery|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sathaar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._V._Simon|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sudheesh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suresh_Balaje|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sibi_K._Thomas|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Helen_Mary|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Ali_Akbar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajeev_Sreenivasa|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Theresa_Setlur|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Mor_Severios|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kalpana|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Lalu_KV|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Anusree|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N._R._Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Vellapally_Natesan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rekha_Mallick|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._K._N.|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tom_George|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##P._Vasu
what is the tracks of <e> 's tracks	Bow	Bow	__music__recording__tracks|__music__recording__tracks	Bow##__music__recording__tracks##Bow##__music__recording__tracks##Bow
what is the <e> 's versions 's recording	Busted	Busted	__music__single__versions|__music__release_track__recording	Busted##__music__single__versions##Busted##__music__release_track__recording##Busted
what is the <e> 's platform 's games	Knights_of_the_Sky	Flames_of_Freedom|Midwinter|The_Humans|Maniac_Mansion|Civilization|Zool|Llamatron|Pit-Fighter|B.A.T.|Prince_of_Persia	__cvg__game_version__platform|__cvg__cvg_platform__games	Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Flames_of_Freedom|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Midwinter|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##The_Humans|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Maniac_Mansion|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Civilization|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Zool|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Llamatron|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Pit-Fighter|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##B.A.T.|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Prince_of_Persia
what is the <e> 's artist 's album	Ritmo_de_la_Noche	Elegant_Gypsy|This_Is_Jazz_31|He_&_Carmen|The_Rite_of_Strings|Anthology|All_Your_Life|World_Sinfonia|The_Guitar_Hero|The_Infinite_Desire|Acoustic_Anthology|Tirami_Su|Ritmo_de_la_Noche|The_Collection|Electric_Rendezvous|Casino|Winter_Nights|Vocal_Rendezvous|Revisited|Sunday_in_Boston|Kiss_My_Axe	__music__album__artist|__music__artist__album	Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Elegant_Gypsy|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##This_Is_Jazz_31|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##He_&_Carmen|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Rite_of_Strings|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##All_Your_Life|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##World_Sinfonia|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Guitar_Hero|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Infinite_Desire|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Acoustic_Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Tirami_Su|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Ritmo_de_la_Noche|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Collection|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Electric_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Casino|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Winter_Nights|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Vocal_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Revisited|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Sunday_in_Boston|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Kiss_My_Axe
what is the release of <e> 's track list	Elliott_Yamin	Free	__music__release__track_list|__music__release_track__release	Elliott_Yamin##__music__release__track_list##Free##__music__release_track__release##Free
what is the contains of <e> 's nationality	Gyula_Zilahi	Bohemia|Adamov|Miskolc|Prague|Kingdom_of_Hungary|Kraków	__people__person__nationality|__location__location__contains	Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Bohemia|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Adamov|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Miskolc|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Prague|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kingdom_of_Hungary|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kraków
what is the release of <e> 's track	Grammy_Nominees_1996	Fever	__music__release__track|__music__release_track__release	Grammy_Nominees_1996##__music__release__track##Baby##__music__release_track__release##Fever
what is the notable types of <e> 's track	Primary	Musical_Album	__music__artist__track|__common__topic__notable_types	Primary##__music__artist__track##Warrior##__common__topic__notable_types##Musical_Album
what is the <e> 's artist 's album	Ritmo_de_la_Noche	Elegant_Gypsy|This_Is_Jazz_31|He_&_Carmen|The_Rite_of_Strings|Anthology|All_Your_Life|World_Sinfonia|The_Guitar_Hero|The_Infinite_Desire|Acoustic_Anthology|Tirami_Su|Ritmo_de_la_Noche|The_Collection|Electric_Rendezvous|Casino|Winter_Nights|Vocal_Rendezvous|Revisited|Sunday_in_Boston|Kiss_My_Axe	__music__album__artist|__music__artist__album	Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Elegant_Gypsy|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##This_Is_Jazz_31|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##He_&_Carmen|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Rite_of_Strings|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##All_Your_Life|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##World_Sinfonia|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Guitar_Hero|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Infinite_Desire|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Acoustic_Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Tirami_Su|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Ritmo_de_la_Noche|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Collection|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Electric_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Casino|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Winter_Nights|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Vocal_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Revisited|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Sunday_in_Boston|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Kiss_My_Axe
what is the <e> 's track 's label	Gloria	Specialty_Records|King_Records|Atlantic_Records|Chess_Records|Ace_Records	__music__artist__track|__music__artist__label	Gloria##__music__artist__track##John_Lee_Hooker##__music__artist__label##Specialty_Records|Gloria##__music__artist__track##John_Lee_Hooker##__music__artist__label##King_Records|Gloria##__music__artist__track##John_Lee_Hooker##__music__artist__label##Atlantic_Records|Gloria##__music__artist__track##John_Lee_Hooker##__music__artist__label##Chess_Records|Gloria##__music__artist__track##John_Lee_Hooker##__music__artist__label##Ace_Records
what is the teams of <e> 's country	I'm_with_Lucy	Strasbourg_IG|A1_Team_France	__film__film__country|__sports__sports_team_location__teams	I'm_with_Lucy##__film__film__country##France##__sports__sports_team_location__teams##Strasbourg_IG|I'm_with_Lucy##__film__film__country##France##__sports__sports_team_location__teams##A1_Team_France
what is the <e> 's art genre 's album	Soliloquy_IV	Portrait	__visual_art__artwork__art_genre|__music__release__album	Soliloquy_IV##__visual_art__artwork__art_genre##Portrait##__music__release__album##Portrait
what is the <e> 's versions 's releases	Eclipse	OK	__music__single__versions|__music__recording__releases	Eclipse##__music__single__versions##Eclipse##__music__recording__releases##OK
what is the <e> 's place of birth 's teams	Philippe_Gaumont	Strasbourg_IG|A1_Team_France	__people__person__place_of_birth|__sports__sports_team_location__teams	Philippe_Gaumont##__people__person__place_of_birth##France##__sports__sports_team_location__teams##Strasbourg_IG|Philippe_Gaumont##__people__person__place_of_birth##France##__sports__sports_team_location__teams##A1_Team_France
what is the country of <e> 's track list	More_Than_Ever	India	__music__release__track_list|__film__film__country	More_Than_Ever##__music__release__track_list##Hollywood##__film__film__country##India
what is the <e> 's recording 's recording	Star	Star	__music__release_track__recording|__music__release_track__recording	Star##__music__release_track__recording##Star##__music__release_track__recording##Star
what is the <e> 's platform 's games	Knights_of_the_Sky	Flames_of_Freedom|Midwinter|The_Humans|Maniac_Mansion|Civilization|Zool|Llamatron|Pit-Fighter|B.A.T.|Prince_of_Persia	__cvg__game_version__platform|__cvg__cvg_platform__games	Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Flames_of_Freedom|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Midwinter|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##The_Humans|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Maniac_Mansion|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Civilization|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Zool|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Llamatron|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Pit-Fighter|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##B.A.T.|Knights_of_the_Sky##__cvg__game_version__platform##Amiga##__cvg__cvg_platform__games##Prince_of_Persia
what is the <e> 's recording 's recording	Gold	Gold	__music__release_track__recording|__music__release_track__recording	Gold##__music__release_track__recording##Gold##__music__release_track__recording##Gold
what is the <e> 's recording 's artist	Africa	Toto	__music__release_track__recording|__music__recording__artist	Africa##__music__release_track__recording##Africa##__music__recording__artist##Toto
what is the artist of <e> 's main country	Parsi-Dari_Language	Azra	__language__human_language__main_country|__music__recording__artist	Parsi-Dari_Language##__language__human_language__main_country##Iran##__music__recording__artist##Azra
